id;slot_code;departure_time;arrival_time;buffer_minutes;sequence;active;created_at;updated_at;is_deleted;deleted_at;deleted_by;schedule_id
1756;SLOT_1581_4;12:22:00;14:10:00;16;4;true;2025-10-30 23:43:54;;false;;\N;1581
1757;SLOT_1582_1;06:11:00;08:23:00;16;1;true;2025-10-30 23:43:54;;false;;\N;1582
1758;SLOT_1582_2;08:01:00;10:36:00;19;2;true;2025-10-30 23:43:54;;false;;\N;1582
1759;SLOT_1582_3;10:22:00;12:44:00;17;3;true;2025-10-30 23:43:54;;false;;\N;1582
1760;SLOT_1582_4;12:36:00;14:34:00;23;4;true;2025-10-30 23:43:54;;false;;\N;1582
1761;SLOT_1583_1;06:39:00;08:49:00;20;1;true;2025-10-30 23:43:54;;false;;\N;1583
1762;SLOT_1583_2;08:13:00;10:45:00;26;2;true;2025-10-30 23:43:54;;false;;\N;1583
1763;SLOT_1583_3;10:15:00;12:46:00;26;3;true;2025-10-30 23:43:54;;false;;\N;1583
1764;SLOT_1583_4;12:42:00;14:05:00;16;4;true;2025-10-30 23:43:54;;false;;\N;1583
1765;SLOT_1584_1;06:49:00;08:11:00;19;1;true;2025-10-30 23:43:54;;false;;\N;1584
1766;SLOT_1584_2;08:08:00;10:31:00;22;2;true;2025-10-30 23:43:54;;false;;\N;1584
1767;SLOT_1584_3;10:26:00;12:57:00;19;3;true;2025-10-30 23:43:54;;false;;\N;1584
1768;SLOT_1584_4;12:00:00;14:12:00;20;4;true;2025-10-30 23:43:54;;false;;\N;1584
1769;SLOT_1585_1;06:27:00;08:53:00;25;1;true;2025-10-30 23:43:54;;false;;\N;1585
1770;SLOT_1585_2;08:51:00;10:04:00;23;2;true;2025-10-30 23:43:54;;false;;\N;1585
1771;SLOT_1586_1;06:42:00;08:24:00;16;1;true;2025-10-30 23:43:54;;false;;\N;1586
1772;SLOT_1586_2;08:44:00;10:44:00;16;2;true;2025-10-30 23:43:54;;false;;\N;1586
1773;SLOT_1586_3;10:47:00;12:06:00;23;3;true;2025-10-30 23:43:54;;false;;\N;1586
1774;SLOT_1587_1;06:13:00;08:13:00;20;1;true;2025-10-30 23:43:54;;false;;\N;1587
1775;SLOT_1587_2;08:49:00;10:41:00;27;2;true;2025-10-30 23:43:54;;false;;\N;1587
1776;SLOT_1587_3;10:24:00;12:52:00;18;3;true;2025-10-30 23:43:54;;false;;\N;1587
1777;SLOT_1587_4;12:45:00;14:03:00;20;4;true;2025-10-30 23:43:54;;false;;\N;1587
1778;SLOT_1588_1;06:39:00;08:19:00;20;1;true;2025-10-30 23:43:54;;false;;\N;1588
1779;SLOT_1588_2;08:29:00;10:12:00;26;2;true;2025-10-30 23:43:54;;false;;\N;1588
1780;SLOT_1588_3;10:43:00;12:20:00;19;3;true;2025-10-30 23:43:54;;false;;\N;1588
1781;SLOT_1588_4;12:20:00;14:59:00;22;4;true;2025-10-30 23:43:54;;false;;\N;1588
1782;SLOT_1589_1;06:32:00;08:01:00;27;1;true;2025-10-30 23:43:54;;false;;\N;1589
1783;SLOT_1589_2;08:32:00;10:20:00;21;2;true;2025-10-30 23:43:54;;false;;\N;1589
1784;SLOT_1589_3;10:26:00;12:13:00;25;3;true;2025-10-30 23:43:54;;false;;\N;1589
1785;SLOT_1589_4;12:46:00;14:13:00;29;4;true;2025-10-30 23:43:54;;false;;\N;1589
1786;SLOT_1590_1;06:51:00;08:08:00;28;1;true;2025-10-30 23:43:54;;false;;\N;1590
1787;SLOT_1590_2;08:12:00;10:25:00;29;2;true;2025-10-30 23:43:54;;false;;\N;1590
1788;SLOT_1591_1;06:46:00;08:46:00;21;1;true;2025-10-30 23:43:54;;false;;\N;1591
1789;SLOT_1591_2;08:11:00;10:16:00;24;2;true;2025-10-30 23:43:54;;false;;\N;1591
1790;SLOT_1592_1;06:30:00;08:51:00;24;1;true;2025-10-30 23:43:54;;false;;\N;1592
1791;SLOT_1592_2;08:53:00;10:36:00;25;2;true;2025-10-30 23:43:54;;false;;\N;1592
1792;SLOT_1593_1;06:08:00;08:01:00;24;1;true;2025-10-30 23:43:54;;false;;\N;1593
1793;SLOT_1593_2;08:50:00;10:15:00;18;2;true;2025-10-30 23:43:54;;false;;\N;1593
1794;SLOT_1593_3;10:15:00;12:38:00;29;3;true;2025-10-30 23:43:54;;false;;\N;1593
1795;SLOT_1593_4;12:15:00;14:07:00;16;4;true;2025-10-30 23:43:54;;false;;\N;1593
1796;SLOT_1594_1;06:45:00;08:24:00;21;1;true;2025-10-30 23:43:54;;false;;\N;1594
1797;SLOT_1594_2;08:23:00;10:54:00;15;2;true;2025-10-30 23:43:54;;false;;\N;1594
1798;SLOT_1594_3;10:06:00;12:08:00;29;3;true;2025-10-30 23:43:54;;false;;\N;1594
1799;SLOT_1594_4;12:49:00;14:51:00;15;4;true;2025-10-30 23:43:54;;false;;\N;1594
1800;SLOT_1595_1;06:00:00;08:08:00;18;1;true;2025-10-30 23:43:54;;false;;\N;1595
1801;SLOT_1595_2;08:11:00;10:51:00;30;2;true;2025-10-30 23:43:54;;false;;\N;1595
1802;SLOT_1595_3;10:12:00;12:01:00;18;3;true;2025-10-30 23:43:54;;false;;\N;1595
1803;SLOT_1595_4;12:41:00;14:49:00;27;4;true;2025-10-30 23:43:54;;false;;\N;1595
1804;SLOT_1596_1;06:56:00;08:14:00;18;1;true;2025-10-30 23:43:54;;false;;\N;1596
1805;SLOT_1596_2;08:42:00;10:23:00;29;2;true;2025-10-30 23:43:54;;false;;\N;1596
1806;SLOT_1596_3;10:54:00;12:13:00;28;3;true;2025-10-30 23:43:54;;false;;\N;1596
1807;SLOT_1596_4;12:15:00;14:05:00;20;4;true;2025-10-30 23:43:54;;false;;\N;1596
1808;SLOT_1597_1;06:16:00;08:57:00;27;1;true;2025-10-30 23:43:54;;false;;\N;1597
1809;SLOT_1597_2;08:05:00;10:12:00;22;2;true;2025-10-30 23:43:54;;false;;\N;1597
1810;SLOT_1597_3;10:30:00;12:59:00;15;3;true;2025-10-30 23:43:54;;false;;\N;1597
1811;SLOT_1597_4;12:19:00;14:51:00;29;4;true;2025-10-30 23:43:54;;false;;\N;1597
1812;SLOT_1598_1;06:20:00;08:09:00;29;1;true;2025-10-30 23:43:54;;false;;\N;1598
1813;SLOT_1598_2;08:52:00;10:36:00;29;2;true;2025-10-30 23:43:54;;false;;\N;1598
1814;SLOT_1598_3;10:06:00;12:47:00;17;3;true;2025-10-30 23:43:54;;false;;\N;1598
1815;SLOT_1598_4;12:49:00;14:56:00;20;4;true;2025-10-30 23:43:54;;false;;\N;1598
1816;SLOT_1599_1;06:24:00;08:30:00;16;1;true;2025-10-30 23:43:54;;false;;\N;1599
1817;SLOT_1599_2;08:01:00;10:34:00;25;2;true;2025-10-30 23:43:54;;false;;\N;1599
1818;SLOT_1599_3;10:46:00;12:40:00;27;3;true;2025-10-30 23:43:54;;false;;\N;1599
